소유자,소유자소속,데이터,가격,데이터종류,수집장치,행동,날짜,행위자,행위자소속,데이터,가격,데이터종류,수집장치
함유빈,핑안보험,data_589,1006800,성별데이터,페이션트모니터,생성,20170309,,,,,,
조호정,CJ(주),data_857,1866042,시청데이터,스마트워치,가공,20121104,,,data_621,1379694,건강데이터,캐시비
김세현,한국마사회,data_909,1433546,주거데이터,AITHinkQ,가공,20160927,,,data_450,1311898,위치데이터,AI스피커
장고희,토탈,data_297,1568656,이동거리데이터,샤오미AI스피커,가공,20120518,,,data_719,1057431,의료데이터,페이션트모니터
수효원,주택금융공사,data_024,1668464,속도데이터,캐시비,배포,20150614,양유정,건강보험심사평가원,,,,
한효재,한국과학기술원,data_304,1245061,건강데이터,샤오미미밴드,생성,20150513,,,,,,
권성은,성균관대학교,data_050,1342855,행동이력데이터,LG페이,배포,20180630,서영호,국민건강보험공단,,,,
한보람,예금보험공사,data_325,1841059,시청데이터,애플페이,생성,20120107,,,,,,
최혜린,머크,data_025,1090666,주거데이터,카카오페이,생성,20200810,,,,,,
조혜현,우리은행,data_444,1480964,소셜데이터,LG페이,배포,20170922,정휘인,삼성SDS,,,,
장영구,맥도날드,data_655,1483690,시청데이터,애플워치,배포,20170602,유정연,CJ올리브네트웍스,,,,
한하람,한국정보화진흥원,data_275,1846066,교통데이터,레일플러스,가공,20170331,,,data_300,1879307,건강데이터,AI스피커
정은애,정보통신산업진흥원,data_183,1486912,속도데이터,KB국민카드,가공,20170818,,,data_529,1888334,음성데이터,페이션트모니터
김의진,소상공인시장진흥공단,data_009,1396463,교통데이터,샤오미미밴드,생성,20190622,,,,,,
한림영,LG전자,data_359,1966036,위치데이터,삼성페이,변환,20190703,,,data_625,1121859,건강데이터,스마트워치
권혜정,아마존,data_343,1696556,나이데이터,롯데카드,배포,20160115,이동혁,국립중앙의료원,,,,
장도정,한국과학기술연구원,data_401,1869569,요일데이터,갤럭시홈미니,가공,20120819,,,data_977,1762720,의료데이터,AI스피커
조남운,TSMC,data_836,1635222,통화시간데이터,LG페이,가공,20181219,,,data_133,1374471,의료데이터,스마트워치
한준희,삼성생명,data_321,1816845,체온데이터,삼성페이,판매,20190723,권은택,지하철공사,,,,
박기남,중국이동통신,data_460,1589424,날씨데이터,캐시비,생성,20201005,,,,,,
고현성,런던거래소,data_062,1686668,나이데이터,카카오페이,판매,20121224,박은태,국립중앙의료원,,,,
장도정,대림산업,data_080,1246889,행동이력데이터,삼성카드,변환,20120104,,,data_124,1044656,의료데이터,AI스피커
한세휘,연세대학교,data_704,1869306,영상데이터,코어스마트밴드,변환,20190711,,,data_843,1300288,위치데이터,AI스피커
차준영,S-OIL,data_003,1554418,이미지데이터,캐시비,생성,20190717,,,,,,
전소일,한국공항공사,data_887,1855285,문자데이터,샤오미AI스피커,배포,20190929,박진우,건강보험심사평가원,,,,
김윤석,KB국민은행,data_261,1694633,의료데이터,구글홈미니,판매,20190528,서가영,삼성SDS,,,,
박강자,한국토지공사,data_931,1666463,속도데이터,삼성페이,판매,20130719,김민규,정보통신산업진흥원,,,,
장재원,현대차,data_037,1068515,음성데이터,페이션트모니터,생성,20150605,,,,,,
박혜성,알리안츠,data_678,1988393,성별데이터,삼성페이,가공,20191114,,,data_331,1869600,음성데이터,AI스피커
조창수,한국예택결제원,data_904,1886881,의료데이터,삼성카드,배포,20180322,송가인,건강보험심사평가원,,,,
노민영,한국산업단지공단,data_434,1439330,나이데이터,삼성카드,생성,20190722,,,,,,
장하민,한국관광공사,data_286,1646518,교통데이터,코어스마트밴드,생성,20180306,,,,,,
장태윤,아시아나항공,data_163,1930263,교통데이터,롯데카드,생성,20150812,,,,,,
최종빈,경희대학교,data_902,1029084,통화시간데이터,삼성페이,가공,20200520,,,data_731,1324732,건강데이터,AI스피커
정다원,국립중앙의료원,data_407,1298595,이미지데이터,애플워치,판매,20180918,박은태,숙명여자대학교,,,,
장하원,중국초상은행,data_960,1226596,주거데이터,KB국민카드,배포,20151206,서지수,한국연구재단,,,,
한가림,삼성디스플레이,data_355,1948695,속도데이터,네이버페이,배포,20120725,서가영,안랩,,,,
한혁현,아마존,data_201,1180642,소득데이터,캐시비,판매,20150623,김지우,숙명여자대학교,,,,
소명현,HSBC,data_739,1218936,체온데이터,삼성페이,판매,20130929,김소정,SK텔레콤,,,,
황민하,산업인력공단,data_790,1846661,속도데이터,네이버페이,판매,20200618,정은비,국민건강보험공단,,,,
강재림,IBK기업은행,data_538,1432309,영상데이터,애플워치,가공,20180913,,,data_361,1616851,위치데이터,AI스피커
이효민,JPMorgan,data_814,1068620,나이데이터,페이션트모니터,판매,20170516,김영주,건강보험심사평가원,,,,
조해인,에어서울,data_763,1809311,날씨데이터,레일플러스,판매,20201003,배주현,지하철공사,,,,
김소정,SK텔레콤,data_106,1883100,나이데이터,스마트글래스,가공,20170813,,,data_880,1882337,음성데이터,AI스피커
고은성,포스코,data_533,1644234,음성데이터,AITHinkQ,변환,20170828,,,data_659,1800233,건강데이터,삼성페이
조민주,Mercedes-Benz,data_012,1199056,의료데이터,코어스마트밴드,생성,20191116,,,,,,
장수연,현대위아,data_253,1951394,속도데이터,네이버클로바,생성,20161201,,,,,,
황준우,마이크로소프트,data_565,1994155,성별데이터,갤럭시워치,배포,20190615,이진기,상명대학교,,,,
최나화,한국투자공사,data_050,1168666,위치데이터,갤럭시워치,배포,20200603,이치훈,AWS,,,,
김효리,NOKIA,data_580,1626819,위치데이터,네이버클로바,변환,20190603,,,data_969,1472126,위치데이터,스마트워치
김현영,대구경북과학기술원,data_580,1542641,요일데이터,코어스마트밴드,배포,20120617,정은비,한국개발연구원,,,,
이도연,미래에셋대우,data_144,1642354,교통데이터,네이버클로바,생성,20130430,,,,,,
이원훈,삼성물산,data_285,1916306,영상데이터,KB국민카드,생성,20200620,,,,,,
박법정,현대중공업,data_275,1330519,위치데이터,샤오미미밴드,생성,20120730,,,,,,
장효정,메드트로닉,data_810,1865889,문자데이터,AITHinkQ,생성,20120803,,,,,,
안은형,SAP,data_450,1286366,교통데이터,삼성페이,생성,20161010,,,,,,
장휘아,NH농협생명,data_880,1882337,음성데이터,AI스피커,판매,20160723,박지민,대한법률구조공단,,,,
정준아,스위스거래소,data_139,1608912,성별데이터,카카오페이,배포,20181006,정은아,한국연구재단,,,,
장유람,SAP,data_526,1626526,요일데이터,AITHinkQ,배포,20150629,이민형,SK텔레콤,,,,
민명연,(주)GCS,data_639,1905645,문서데이터,카카오페이,생성,20180605,,,,,,
최현아,현대오일뱅크,data_445,1066625,이미지데이터,샤오미미밴드,변환,20180616,,,data_614,1542532,위치데이터,AI스피커
이민형,SK텔레콤,data_526,1626526,요일데이터,AITHinkQ,가공,20120228,,,data_668,1086520,위치데이터,AI스피커
박현아,정보통신산업진흥원,data_652,1493499,성별데이터,카카오페이,배포,20121212,정다솔,한국개발연구원,,,,
송대인,한국과학기술정보연구원,data_157,1362482,소셜데이터,구글홈미니,배포,20171029,오세훈,건강보험심사평가원,,,,
장소희,서울시립대학교,data_684,1015224,시청데이터,페이션트모니터,변환,20190910,,,data_648,1431097,의료데이터,스마트워치
최수미,예금보험공사,data_259,1046355,시간데이터,애플페이,생성,20150718,,,,,,
조혜인,경희대학교,data_017,1618830,건강데이터,갤럭시홈미니,가공,20160229,,,data_345,1534128,건강데이터,AI스피커
민정지,AirCanada,data_883,1982203,체온데이터,샤오미AI스피커,생성,20130123,,,,,,
조소현,신용보증기금,data_957,1686596,성별데이터,샤오미미밴드,배포,20191117,서민지,한국연구재단,,,,
유정림,버라이즌,data_148,1198330,주거데이터,페이션트모니터,생성,20130923,,,,,,
박은주,대림산업,data_791,1943694,성별데이터,삼성페이,배포,20180424,유지애,한국과학기술정보연구원,,,,
황윤아,캐나다왕립은행,data_139,1650222,나이데이터,코어스마트밴드,배포,20160127,정은아,SK텔레콤,,,,
조혜인,경희대학교,data_345,1534128,건강데이터,AI스피커,변환,20120710,,,data_273,1304054,의료데이터,스마트글래스
강하영,지엔스,data_711,1011266,건강데이터,갤럭시홈미니,배포,20191114,서가영,국민건강보험공단,,,,
장민원,코레일테크,data_281,1533640,시간데이터,레일플러스,가공,20180926,,,data_173,1213286,의료데이터,캐시비
최유원,BAYER,data_752,1229508,건강데이터,애플워치,배포,20160117,김영주,고려대학교,,,,
장강지,중국공상은행,data_968,1662140,이동거리데이터,삼성페이,생성,20200624,,,,,,
박민애,도요타,data_958,1690239,행동이력데이터,AITHinkQ,가공,20161210,,,data_908,1625477,음성데이터,AI스피커
박나임,한국가스기술공사,data_691,1896913,시청데이터,샤오미AI스피커,변환,20200515,,,data_905,1774536,위치데이터,AI스피커
조민아,LG화학,data_039,1395654,성별데이터,레일플러스,생성,20161020,,,,,,
한순현,GS건설,data_572,1052166,소득데이터,레일플러스,생성,20160510,,,,,,
최영연,동국대학교,data_522,1229863,문자데이터,샤오미AI스피커,판매,20160827,이연희,한국데이터진흥원,,,,
한주진,IBM,data_877,1065938,문자데이터,네이버페이,가공,20201227,,,data_684,1864174,음성데이터,AI스피커
정휘아,로슈,data_140,1336156,교통데이터,페이션트모니터,판매,20180506,이지호,CJ올리브네트웍스,,,,
신형섭,독립기념관,data_163,1922083,행동이력데이터,코어스마트밴드,생성,20131020,,,,,,
권유원,두산중공업,data_795,1683683,문서데이터,캐시비,생성,20201229,,,,,,
최민휘,로얄더치쉘,data_252,1943823,소셜데이터,코어스마트밴드,생성,20161210,,,,,,
한유진,페이스북,data_734,1563549,행동이력데이터,T머니,생성,20190511,,,,,,
조성미,서울시립대학교,data_103,1950490,나이데이터,페이션트모니터,생성,20130805,,,,,,
우민원,연세대학교,data_591,1949641,건강데이터,갤럭시워치,배포,20181109,한다솔,지하철공사,,,,
이민주,예금보험공사,data_335,1336286,시간데이터,롯데카드,생성,20171013,,,,,,
홍지아,현대모비스,data_732,1060465,시간데이터,스마트글래스,생성,20170417,,,,,,
이휘연,TSMC,data_877,1885363,이미지데이터,레일플러스,배포,20130608,남도일,대한법률구조공단,,,,
박대민,유로넥스트,data_950,1354866,소셜데이터,KB국민카드,판매,20170406,정예인,NHN,,,,
이희인,JPMorgan,data_697,1046958,음성데이터,네이버클로바,생성,20160906,,,,,,
남도일,대한법률구조공단,data_877,1885363,이미지데이터,레일플러스,판매,20200711,손채영,한국데이터진흥원,,,,
박휘석,두산중공업,data_060,1098263,위치데이터,페이션트모니터,판매,20160315,김다현,고려대학교,,,,
권민정,IBK기업은행,data_132,1653484,요일데이터,네이버클로바,생성,20180727,,,,,,
추현진,한국시설안전공단,data_060,1465681,체온데이터,애플워치,배포,20170613,이수현,대한법률구조공단,,,,
손채영,한국데이터진흥원,data_877,1885363,이미지데이터,레일플러스,가공,20120809,,,data_668,1609571,위치데이터,스마트워치
장도빈,머크,data_716,1698508,문자데이터,코어스마트밴드,생성,20190502,,,,,,
류지연,(주)두산,data_401,1683386,속도데이터,롯데카드,배포,20190519,이재인,정보통신산업진흥원,,,,
신지희,현대건설,data_972,1429282,위치데이터,코어스마트밴드,판매,20180323,정예인,SK텔레콤,,,,
강하림,이스타항공,data_510,1689088,이동거리데이터,신한카드,배포,20161116,이지호,국립중앙의료원,,,,
장돈호,아시아나항공카고,data_017,1412833,주거데이터,애플페이,판매,20130303,고은성,AWS,,,,
고은성,AWS,data_017,1412833,주거데이터,애플페이,가공,20171208,,,data_751,1110195,위치데이터,스마트글래스
고은성,AWS,data_751,1110195,위치데이터,스마트글래스,가공,20160915,,,data_345,1555339,건강데이터,스마트워치
이은정,연세대학교,data_802,1663169,교통데이터,샤오미미밴드,생성,20151214,,,,,,
민진기,코레일유통,data_680,1661065,영상데이터,코어스마트밴드,가공,20121022,,,data_312,1128643,음성데이터,T머니
고은성,AWS,data_345,1555339,건강데이터,스마트워치,변환,20150528,,,data_273,1667099,건강데이터,레일플러스
유효림,존슨앤존슨,data_503,1221324,영상데이터,신한카드,생성,20170818,,,,,,
곽은민,아마존,data_418,1661081,영상데이터,T머니,가공,20170903,,,data_596,1150818,음성데이터,스마트워치
오서영,국민연금공단,data_362,1146020,위치데이터,구글홈미니,배포,20201214,김성규,국립중앙의료원,,,,
